,Location,Fuel_Type,Transmission,Owner_Type,Brand,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
5667,Coimbatore,Petrol,Manual,First,Honda,2015,53497,18.0,1198.0,86.7,5.0,5.45
5668,Hyderabad,Diesel,Manual,First,Ford,2007,68000,17.8,1399.0,68.0,5.0,1.99
5669,Hyderabad,Diesel,Automatic,First,Hyundai,2014,65000,19.08,1582.0,126.32,5.0,8.99
5670,Kolkata,Diesel,Manual,First,Toyota,2014,45155,23.59,1364.0,67.04,5.0,6.5
5671,Coimbatore,Petrol,Automatic,First,Honda,2018,20026,19.0,1199.0,88.7,5.0,9.27
5672,Ahmedabad,Diesel,Manual,First,Hyundai,2015,60000,23.9,1582.0,126.2,5.0,6.99
5673,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2019,15976,17.9,2143.0,136.0,5.0,36.76
5674,Kochi,Petrol,Automatic,First,Skoda,2017,30523,14.7,1798.0,177.5,5.0,17.08
5675,Kolkata,Diesel,Manual,First,Chevrolet,2013,26300,25.44,936.0,57.6,5.0,2.8
5676,Kolkata,Diesel,Manual,First,Volkswagen,2011,66000,22.07,1199.0,73.9,5.0,2.49
5677,Jaipur,Diesel,Manual,First,Maruti,2016,70000,23.65,1248.0,88.5,5.0,8.85
5678,Ahmedabad,Petrol,Manual,First,Honda,2011,46000,16.8,1497.0,116.3,5.0,4.15
5679,Hyderabad,Diesel,Manual,First,Volkswagen,2017,28000,20.64,1498.0,108.5,5.0,10.0
5680,Delhi,Petrol,Manual,First,Hyundai,2017,46000,18.9,1197.0,81.86,5.0,4.75
5681,Jaipur,Petrol,Automatic,First,Renault,2017,33000,24.04,999.0,67.0,5.0,3.2
5682,Kochi,Petrol,Manual,First,Maruti,2017,27718,22.74,796.0,47.3,5.0,3.28
5683,Bangalore,Petrol,Manual,First,Ford,2013,58000,15.8,1499.0,110.0,5.0,7.5
5684,Coimbatore,Petrol,Manual,First,Maruti,2018,33150,21.4,1197.0,83.1,5.0,7.39
5685,Pune,Diesel,Manual,First,Maruti,2013,77000,23.2,1248.0,73.94,5.0,3.65
5686,Chennai,Diesel,Automatic,First,Mercedes-Benz,2007,70000,11.0,2987.0,198.5,5.0,11.0
5687,Kolkata,Diesel,Manual,First,Maruti,2012,97000,23.2,1248.0,73.94,5.0,3.0
5688,Chennai,Diesel,Manual,Second,Chevrolet,2012,75300,25.44,936.0,57.6,5.0,2.25
5689,Kochi,Petrol,Manual,First,Maruti,2010,69918,15.5,1586.0,103.3,5.0,2.83
5690,Coimbatore,Petrol,Manual,First,Maruti,2019,4721,14.0,796.0,35.0,5.0,4.11
5691,Kolkata,Diesel,Manual,First,Mitsubishi,2014,39163,13.5,2477.0,178.0,7.0,14.7
5692,Pune,Petrol,Automatic,First,Mercedes-Benz,2013,80000,13.0,2987.0,210.0,5.0,25.0
5693,Bangalore,Diesel,Manual,First,Chevrolet,2015,66000,25.44,936.0,56.3,5.0,2.35
5694,Coimbatore,Diesel,Manual,Second,Ford,2017,36154,25.83,1498.0,99.0,5.0,6.41
5695,Ahmedabad,Petrol,Manual,First,Honda,2012,34000,17.4,1497.0,117.3,5.0,5.75
5696,Chennai,Diesel,Automatic,Second,Mercedes-Benz,2016,60000,17.9,2143.0,136.0,5.0,17.55
5697,Jaipur,Diesel,Manual,First,Hyundai,2015,32000,21.38,1396.0,88.7,5.0,10.25
5698,Kochi,Diesel,Manual,First,Ford,2012,79985,17.8,1399.0,67.0,5.0,3.16
5699,Bangalore,Diesel,Automatic,Second,Audi,2014,37600,16.55,1968.0,147.51,5.0,22.5
5700,Kochi,Petrol,Manual,First,Hyundai,2015,31965,19.81,1086.0,68.05,5.0,3.55
5701,Kochi,Petrol,Automatic,First,BMW,2010,70749,12.05,1995.0,154.0,5.0,9.86
5702,Chennai,Diesel,Automatic,First,BMW,2013,38000,16.46,2993.0,258.0,5.0,45.0
5703,Kochi,Petrol,Manual,First,Hyundai,2017,41534,17.01,1591.0,121.3,5.0,7.99
5704,Jaipur,Diesel,Automatic,First,Volkswagen,2017,54455,22.0,1498.0,108.495,5.0,6.5
5705,Kolkata,Petrol,Manual,First,Chevrolet,2007,42000,14.49,1399.0,92.7,5.0,0.75
5706,Coimbatore,Diesel,Manual,Second,Chevrolet,2018,52073,18.3,1991.0,147.9,5.0,9.87
5707,Kochi,Diesel,Manual,Second,Hyundai,2018,40175,22.54,1396.0,88.73,5.0,6.36
5708,Mumbai,Petrol,Automatic,First,Honda,2017,16503,16.0,1497.0,117.3,7.0,9.5
5709,Kochi,Petrol,Manual,First,Hyundai,2017,15029,19.1,1197.0,82.0,5.0,6.05
5710,Mumbai,CNG,Manual,First,Maruti,2013,26200,30.46,796.0,47.3,5.0,2.15
5711,Hyderabad,Diesel,Manual,First,Hyundai,2015,76362,24.0,1120.0,70.0,5.0,5.5
5712,Kolkata,Petrol,Manual,Second,Maruti,2007,18700,19.7,796.0,46.3,5.0,1.25
5713,Coimbatore,Diesel,Manual,First,Toyota,2015,67585,12.99,2494.0,100.6,7.0,11.99
5714,Mumbai,Petrol,Automatic,Second,Hyundai,2010,57000,16.95,1197.0,78.9,5.0,2.5
5715,Kochi,Petrol,Automatic,First,Honda,2019,22321,18.0,1497.0,117.3,5.0,11.66
5716,Jaipur,Petrol,Manual,Third,Maruti,1998,95150,17.3,993.0,60.0,5.0,0.53
5717,Kolkata,Petrol,Manual,First,Maruti,2015,36428,20.51,998.0,67.04,5.0,3.1
5718,Hyderabad,Diesel,Manual,Second,Ford,2012,73500,20.0,1399.0,68.0,5.0,2.6
5719,Kochi,Petrol,Manual,First,Honda,2015,47234,18.0,1198.0,86.7,5.0,5.09
5720,Hyderabad,Petrol,Manual,First,Hyundai,2008,62364,13.2,1495.0,94.0,5.0,2.3
5721,Pune,Diesel,Manual,First,Hyundai,2012,89000,22.32,1582.0,126.32,5.0,6.0
5722,Ahmedabad,Diesel,Manual,First,Maruti,2013,58653,25.2,1248.0,74.0,5.0,4.4
5723,Delhi,Petrol,Automatic,Second,Mercedes-Benz,2013,30000,14.8,1595.0,120.7,5.0,11.0
5724,Coimbatore,Diesel,Manual,First,Chevrolet,2014,64042,17.3,1998.0,163.7,5.0,5.7
5726,Hyderabad,Diesel,Manual,First,Mahindra,2014,90000,12.05,2179.0,120.0,8.0,7.9
5727,Kochi,Diesel,Automatic,First,BMW,2018,30733,20.68,1995.0,190.0,5.0,29.3
5728,Kolkata,Petrol,Automatic,First,Mercedes-Benz,2009,43600,10.93,3498.0,272.0,5.0,10.24
5729,Pune,Petrol,Automatic,Second,Skoda,2010,71473,13.7,1798.0,157.75,5.0,5.35
5730,Mumbai,Petrol,Automatic,Second,Honda,2014,39000,16.5,1198.0,86.8,5.0,3.49
5731,Hyderabad,Petrol,Manual,First,Hyundai,2009,84045,20.36,1197.0,78.9,5.0,2.85
5732,Mumbai,Petrol,Manual,First,Honda,2014,57004,17.4,1497.0,117.3,5.0,5.35
5733,Coimbatore,Petrol,Manual,First,Ford,2012,75464,15.6,1196.0,70.0,5.0,3.62
5736,Delhi,Petrol,Manual,First,Mahindra,2018,42000,18.15,1198.0,82.0,6.0,5.5
5737,Kochi,Petrol,Manual,First,Hyundai,2019,12800,18.6,1197.0,81.83,5.0,7.67
5738,Jaipur,Petrol,Manual,First,Tata,2011,80000,12.0,2092.0,127.0,7.0,5.5
5739,Hyderabad,Diesel,Manual,First,Maruti,2014,76126,19.3,1248.0,73.9,5.0,6.6
5740,Chennai,Diesel,Automatic,Second,BMW,2017,21000,15.97,2993.0,258.0,5.0,55.0
5741,Pune,Diesel,Automatic,First,Audi,2013,85000,17.68,1968.0,174.33,5.0,21.0
5742,Jaipur,Petrol,Manual,First,Maruti,2017,27000,21.4,1197.0,83.1,5.0,4.5
5743,Coimbatore,Diesel,Automatic,First,Hyundai,2016,45794,13.01,2199.0,194.3,7.0,20.67
5744,Hyderabad,Diesel,Automatic,First,Chevrolet,2013,57352,14.39,1998.0,163.7,5.0,6.5
5745,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2018,41467,15.0,2143.0,204.0,5.0,37.98
5746,Mumbai,Petrol,Manual,First,Hyundai,2009,42000,17.92,1086.0,62.1,5.0,1.45
5747,Delhi,CNG,Manual,First,Maruti,2014,62549,26.6,998.0,58.16,5.0,2.95
5748,Hyderabad,Diesel,Manual,First,Maruti,2015,67048,28.09,1248.0,88.5,5.0,7.9
5749,Kochi,Petrol,Manual,First,Honda,2018,11732,17.4,1497.0,117.3,5.0,10.07
5750,Mumbai,Diesel,Manual,First,Nissan,2016,37000,20.45,1461.0,83.8,5.0,6.5
5751,Hyderabad,Diesel,Automatic,First,BMW,2015,30000,18.88,1995.0,184.0,5.0,22.0
5752,Hyderabad,Diesel,Manual,First,Honda,2016,53000,26.0,1498.0,98.6,5.0,9.75
5753,Jaipur,Diesel,Manual,First,Nissan,2014,60000,20.45,1461.0,83.8,5.0,6.0
5754,Delhi,Diesel,Manual,First,Hyundai,2014,65000,24.0,1120.0,70.0,5.0,3.99
5755,Ahmedabad,Petrol,Manual,First,Hyundai,2008,51000,17.0,1086.0,113.0,5.0,1.75
5756,Delhi,Diesel,Automatic,First,Toyota,2015,92000,12.55,2982.0,168.5,7.0,19.75
5757,Kolkata,Diesel,Manual,First,Toyota,2017,31000,13.68,2393.0,147.8,7.0,16.95
5758,Chennai,Petrol,Manual,First,Maruti,2017,43917,21.4,1197.0,83.1,5.0,6.8
5759,Kolkata,Petrol,Manual,First,Hyundai,2007,46707,17.0,1086.0,113.0,5.0,0.99
5760,Pune,Petrol,Manual,First,Hyundai,2013,84000,19.81,1086.0,68.05,5.0,2.95
5761,Coimbatore,Diesel,Automatic,First,Audi,2015,55662,12.07,2967.0,241.4,7.0,42.83
5762,Hyderabad,Diesel,Automatic,First,Volvo,2014,51000,27.03,1969.0,190.0,5.0,21.5
5763,Jaipur,Petrol,Manual,First,Honda,2015,24398,17.8,1497.0,117.3,5.0,7.9
5764,Hyderabad,Petrol,Manual,Second,Maruti,2011,78000,20.92,998.0,67.1,5.0,2.3
5765,Delhi,Petrol,Manual,First,Honda,2012,40315,18.5,1198.0,86.8,5.0,2.75
5766,Jaipur,Diesel,Manual,First,Mahindra,2011,83000,12.05,2179.0,120.0,8.0,6.71
5767,Kochi,Diesel,Automatic,First,Renault,2017,58151,19.6,1461.0,108.45,5.0,9.6
5768,Kochi,Diesel,Manual,First,Hyundai,2017,30519,19.67,1582.0,126.2,5.0,12.81
5769,Coimbatore,Petrol,Manual,First,Tata,2019,20712,23.84,1199.0,84.0,5.0,6.94
5770,Mumbai,Diesel,Manual,First,Mahindra,2015,48000,16.0,2179.0,140.0,7.0,9.45
5771,Hyderabad,Diesel,Manual,First,Volkswagen,2015,85000,20.34,1498.0,103.2,5.0,6.0
5772,Delhi,Petrol,Automatic,First,Mercedes-Benz,2013,32000,14.8,1595.0,120.7,5.0,11.0
5773,Delhi,Petrol,Manual,First,Maruti,2011,52000,15.5,1586.0,103.3,5.0,2.6
5774,Hyderabad,Petrol,Manual,First,Hyundai,2007,58307,15.3,1341.0,83.0,5.0,1.95
5775,Mumbai,Diesel,Automatic,First,BMW,2013,30000,17.54,2993.0,313.0,4.0,45.0
5776,Chennai,Diesel,Automatic,First,Audi,2014,40000,17.11,1968.0,174.33,5.0,22.0
5777,Kolkata,Petrol,Manual,First,Hyundai,2015,36000,18.6,1197.0,81.83,5.0,4.9
5778,Kochi,Diesel,Manual,First,Nissan,2015,58817,19.87,1461.0,83.14,5.0,6.25
5779,Chennai,Diesel,Manual,Second,Volkswagen,2013,55000,20.54,1598.0,103.6,5.0,6.1
5780,Mumbai,Petrol,Manual,First,Hyundai,2011,39000,20.36,1197.0,78.9,5.0,2.6
5782,Hyderabad,Diesel,Automatic,First,Jaguar,2012,35000,14.74,2993.0,270.9,5.0,29.0
5783,Pune,Petrol,Manual,Second,Maruti,2010,49900,17.5,1298.0,85.8,5.0,3.3
5784,Hyderabad,Diesel,Manual,Second,Tata,2013,99500,22.3,1248.0,74.0,5.0,3.05
5785,Kolkata,Diesel,Manual,First,Hyundai,2012,33249,21.27,1396.0,88.76,5.0,3.25
5786,Delhi,Petrol,Manual,First,Hyundai,2014,52000,19.1,1197.0,81.86,5.0,3.75
5787,Mumbai,Diesel,Manual,First,Toyota,2015,45000,12.99,2494.0,100.6,7.0,13.25
5788,Hyderabad,Petrol,Manual,First,Tata,2017,22000,23.84,1199.0,84.0,5.0,4.8
5789,Kochi,Petrol,Manual,First,Renault,2019,7858,25.17,799.0,53.3,5.0,3.8
5791,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2016,41082,13.0,2143.0,204.0,5.0,38.76
5792,Ahmedabad,Petrol,Automatic,First,Honda,2009,72000,16.8,1497.0,116.4,5.0,3.2
5793,Hyderabad,Petrol,Manual,First,Hyundai,2011,84912,20.36,1197.0,78.9,5.0,3.5
5794,Pune,Diesel,Manual,First,Hyundai,2015,70000,19.67,1582.0,126.2,5.0,12.25
5795,Mumbai,Petrol,Manual,First,Honda,2014,21000,19.5,1199.0,86.76,5.0,4.75
5796,Delhi,Petrol,Manual,First,Volkswagen,2016,27000,18.78,999.0,74.0,5.0,4.5
5797,Kolkata,Petrol,Manual,First,Hyundai,2012,29000,20.36,1197.0,78.9,5.0,2.35
5798,Hyderabad,Diesel,Manual,First,Renault,2014,48425,23.08,1461.0,63.12,5.0,3.4
5799,Pune,Diesel,Automatic,First,Volkswagen,2016,19000,21.5,1498.0,108.5,5.0,10.0
5801,Delhi,Petrol,Manual,Second,Toyota,2013,64000,14.53,1798.0,138.1,5.0,5.2
5803,Chennai,Diesel,Automatic,Second,Mercedes-Benz,2013,100000,11.3,2987.0,254.8,7.0,38.0
5804,Kochi,Diesel,Manual,First,Renault,2013,69140,20.46,1461.0,83.8,5.0,5.11
5805,Coimbatore,Petrol,Manual,First,Skoda,2019,21214,15.41,1598.0,103.52,5.0,9.66
5806,Kolkata,Petrol,Manual,First,Hyundai,2015,28000,20.36,1197.0,78.9,5.0,3.4
5807,Kochi,Petrol,Manual,First,Mahindra,2017,29085,18.15,1198.0,82.0,6.0,5.84
5808,Kolkata,Petrol,Automatic,First,Maruti,2016,30000,23.1,998.0,67.04,5.0,3.8
5809,Mumbai,Petrol,Automatic,First,Maruti,2012,32910,16.98,998.0,66.1,5.0,2.5
5810,Kolkata,Diesel,Manual,First,Honda,2015,30000,25.1,1498.0,98.6,5.0,6.95
5811,Pune,Petrol,Automatic,First,Skoda,2010,35102,12.6,1798.0,161.6,5.0,5.5
5812,Coimbatore,Petrol,Manual,First,Hyundai,2017,22831,18.9,1197.0,82.0,5.0,6.19
5813,Hyderabad,Diesel,Manual,First,Renault,2013,74911,20.45,1461.0,83.8,5.0,6.0
5814,Pune,Petrol,Manual,First,Hyundai,2015,21000,18.9,1197.0,82.0,5.0,3.75
5815,Kochi,Diesel,Manual,First,Ford,2018,37160,22.77,1498.0,98.59,5.0,9.46
5816,Jaipur,Petrol,Manual,Second,Nissan,2011,41000,16.95,1498.0,97.7,5.0,3.0
5817,Chennai,Diesel,Manual,First,Ford,2016,37294,25.83,1498.0,99.0,5.0,5.75
5818,Coimbatore,Petrol,Manual,First,Honda,2009,56927,13.5,1799.0,130.0,5.0,4.41
5819,Kochi,Petrol,Manual,First,Renault,2017,21954,25.17,799.0,53.3,5.0,3.7
5820,Kolkata,Petrol,Manual,Second,Honda,2014,50000,19.4,1198.0,86.8,5.0,2.5
5821,Coimbatore,Petrol,Manual,First,Maruti,2012,78212,16.1,1298.0,88.2,5.0,5.35
5822,Delhi,Diesel,Manual,First,Hyundai,2013,64500,21.9,1396.0,88.8,5.0,3.65
5823,Delhi,Diesel,Automatic,First,Skoda,2014,51000,17.2,1968.0,138.03,5.0,13.0
5824,Delhi,Petrol,Manual,First,Maruti,2012,52000,18.9,998.0,67.1,5.0,2.45
5826,Coimbatore,Diesel,Manual,First,Honda,2017,65792,26.0,1498.0,98.6,5.0,8.11
5827,Ahmedabad,Diesel,Manual,First,Hyundai,2018,30000,22.54,1396.0,88.73,5.0,7.75
5828,Coimbatore,Petrol,Automatic,First,Nissan,2017,54387,19.15,1198.0,75.94,5.0,5.85
5829,Mumbai,Petrol,Manual,First,Renault,2018,1617,25.17,799.0,53.3,5.0,4.29
5830,Hyderabad,Diesel,Manual,First,Honda,2015,82000,25.6,1498.0,98.6,5.0,8.0
5831,Mumbai,Diesel,Manual,First,Toyota,2017,20000,13.68,2393.0,147.8,8.0,16.5
5832,Jaipur,Diesel,Manual,First,Maruti,2015,98000,27.39,1248.0,74.0,5.0,5.5
5833,Delhi,Diesel,Manual,First,Ford,2015,57000,22.77,1498.0,98.59,5.0,6.35
5835,Hyderabad,Diesel,Manual,First,Ford,2014,56549,22.7,1498.0,89.84,5.0,7.2
5836,Bangalore,Diesel,Manual,First,Volkswagen,2012,78500,22.07,1199.0,73.9,5.0,3.65
5837,Kochi,Diesel,Manual,First,Hyundai,2016,55036,22.54,1396.0,88.73,5.0,6.35
5838,Pune,Diesel,Manual,First,Renault,2016,55000,19.87,1461.0,83.8,5.0,7.8
5839,Chennai,Petrol,Manual,Second,Ford,2007,90000,13.8,1299.0,70.0,5.0,1.4
5841,Hyderabad,Diesel,Manual,First,Maruti,2018,17810,27.39,1248.0,74.0,5.0,8.5
5842,Kochi,Diesel,Automatic,First,Mercedes-Benz,2011,42408,14.84,2143.0,170.0,5.0,10.48
5843,Ahmedabad,Petrol,Manual,Second,Maruti,2005,81000,15.9,1298.0,85.0,5.0,0.75
5844,Pune,Petrol,Manual,Second,Tata,2008,52000,12.85,1396.0,99.6,5.0,1.3
5845,Mumbai,Diesel,Automatic,First,BMW,2013,35000,16.73,2993.0,218.0,5.0,21.0
5846,Delhi,Petrol,Manual,First,Hyundai,2013,60000,17.92,1086.0,62.1,5.0,2.3
5847,Mumbai,Diesel,Automatic,First,Skoda,2015,27000,19.5,1968.0,141.0,5.0,14.95
5848,Coimbatore,Diesel,Automatic,Second,Audi,2017,55975,17.68,1968.0,174.33,5.0,35.92
5851,Mumbai,Petrol,Automatic,First,Maruti,2015,40337,23.1,998.0,67.04,5.0,4.45
5853,Bangalore,Diesel,Manual,First,Hyundai,2016,50000,24.0,1120.0,70.0,5.0,5.5
5854,Kochi,Petrol,Manual,First,Hyundai,2016,28147,18.9,1197.0,81.86,5.0,5.07
5855,Mumbai,Petrol,Manual,First,Hyundai,2015,20000,18.9,1197.0,82.0,5.0,3.85
5856,Chennai,Petrol,Manual,First,Hyundai,2016,11000,18.6,1197.0,81.86,5.0,7.95
5857,Jaipur,Petrol,Manual,Second,Maruti,2009,63000,18.2,998.0,67.1,5.0,1.25
5858,Kochi,Petrol,Manual,First,Maruti,2014,36967,20.92,998.0,67.1,5.0,3.64
5859,Jaipur,Diesel,Manual,First,Toyota,2016,73053,13.0,2982.0,168.5,7.0,20.0
5860,Coimbatore,Diesel,Manual,First,Mahindra,2019,16392,16.55,2498.0,105.0,6.0,10.36
5861,Chennai,Petrol,Manual,First,Hyundai,2007,79000,17.0,1086.0,113.0,5.0,1.85
5862,Jaipur,Petrol,Manual,Second,Toyota,2013,67000,16.78,1496.0,88.73,5.0,4.05
5863,Mumbai,Diesel,Automatic,First,Mercedes-Benz,2015,48600,12.0,2987.0,224.0,7.0,48.5
5864,Bangalore,Diesel,Manual,First,Renault,2014,70000,19.6,1461.0,108.45,5.0,8.25
5865,Pune,Diesel,Manual,First,Maruti,2014,84000,22.9,1248.0,74.0,5.0,5.25
5866,Mumbai,Petrol,Manual,First,Volkswagen,2013,49106,15.04,1598.0,103.2,5.0,4.4
5867,Mumbai,Diesel,Automatic,First,Skoda,2017,35000,18.19,1968.0,174.5,5.0,25.75
5868,Kochi,Diesel,Automatic,First,BMW,2014,51240,8.2,2993.0,245.0,4.0,29.52
5869,Kolkata,Petrol,Manual,Second,Maruti,2011,37000,18.9,998.0,67.1,5.0,2.1
5870,Kochi,Petrol,Manual,First,Renault,2017,32587,25.17,799.0,53.3,5.0,3.71
5872,Kochi,Diesel,Manual,First,Maruti,2017,21248,24.3,1248.0,88.5,5.0,9.44
5873,Pune,Petrol,Manual,Second,Hyundai,2006,47200,17.0,1086.0,113.0,5.0,1.2
5874,Delhi,Petrol,Automatic,First,Mercedes-Benz,2014,40000,10.5,1796.0,157.7,5.0,24.0
5875,Ahmedabad,Diesel,Automatic,First,Mercedes-Benz,2019,4000,0.0,1950.0,194.0,5.0,35.0
5876,Mumbai,CNG,Manual,First,Maruti,2017,23700,17.5,1373.0,80.46,7.0,8.25
5877,Delhi,Diesel,Automatic,Second,Audi,2011,57000,16.55,1968.0,147.51,5.0,9.75
5878,Kolkata,Petrol,Manual,First,Hyundai,2014,37000,18.9,1197.0,82.0,5.0,3.45
5879,Jaipur,Diesel,Manual,Second,Mitsubishi,2014,70000,13.5,2477.0,175.56,7.0,11.85
5880,Coimbatore,Diesel,Automatic,Second,Mercedes-Benz,2012,92469,19.71,2143.0,201.15,5.0,16.14
5881,Pune,CNG,Manual,First,Maruti,2015,55000,26.6,998.0,58.16,5.0,3.7
5882,Ahmedabad,Petrol,Automatic,First,Maruti,2017,20000,24.07,998.0,67.1,5.0,4.0
5883,Delhi,Petrol,Manual,Second,Hyundai,2015,42000,18.6,1197.0,81.83,5.0,5.8
5884,Kolkata,Diesel,Manual,First,Maruti,2014,28000,23.4,1248.0,74.0,5.0,4.65
5885,Pune,Petrol,Automatic,Second,Mercedes-Benz,2010,93000,11.8,3498.0,272.0,7.0,15.0
5886,Mumbai,Petrol,Automatic,First,Ford,2015,23000,15.63,1499.0,110.4,5.0,6.8
5887,Bangalore,Diesel,Manual,First,Honda,2016,36000,25.1,1498.0,98.6,5.0,10.25
5888,Chennai,Petrol,Manual,First,Maruti,2014,52000,20.92,998.0,67.1,5.0,2.7
5889,Hyderabad,Diesel,Manual,First,Maruti,2015,59245,20.77,1248.0,88.8,7.0,8.5
5890,Pune,Diesel,Manual,First,Hyundai,2018,31000,22.54,1396.0,88.73,5.0,7.75
5891,Pune,Petrol,Manual,First,Tata,2015,83000,15.64,1193.0,64.08,5.0,2.7
5892,Hyderabad,Petrol,Manual,Second,Maruti,2004,81500,19.7,796.0,46.3,5.0,1.3
5894,Hyderabad,Petrol,Manual,First,Hyundai,2018,9900,15.8,1591.0,121.3,5.0,13.2
5895,Pune,Petrol,Manual,Second,Maruti,2004,94000,18.9,998.0,67.1,5.0,1.0
5896,Kochi,Petrol,Manual,First,Toyota,2017,27100,16.78,1496.0,88.73,5.0,6.37
5897,Kolkata,Petrol,Manual,First,Toyota,2015,12000,16.78,1496.0,88.73,5.0,4.5
5898,Mumbai,Diesel,Manual,First,Renault,2013,29000,19.01,1461.0,108.45,5.0,6.5
5899,Mumbai,Diesel,Manual,Second,Maruti,2013,65000,19.3,1248.0,73.9,5.0,4.99
5900,Coimbatore,Diesel,Automatic,First,Mercedes-Benz,2017,50794,17.9,2143.0,170.0,5.0,43.3
5901,Mumbai,Diesel,Manual,First,Ford,2014,59000,22.7,1498.0,89.84,5.0,6.5
5902,Mumbai,CNG,Manual,First,Maruti,2012,72000,26.2,998.0,58.2,5.0,2.25
5903,Hyderabad,Petrol,Automatic,First,Maruti,2017,15234,19.12,1373.0,91.1,5.0,9.95
5904,Mumbai,Diesel,Manual,First,Ford,2015,44000,22.7,1498.0,89.84,5.0,7.35
5906,Chennai,Diesel,Automatic,First,Ford,2011,100000,11.4,2953.0,153.86,7.0,8.5
5907,Coimbatore,Diesel,Automatic,First,Renault,2017,34686,19.6,1461.0,108.45,5.0,11.86
5908,Pune,Diesel,Manual,First,Nissan,2011,98000,14.42,1995.0,147.6,5.0,8.0
5909,Delhi,Diesel,Automatic,First,Toyota,2015,90000,12.55,2982.0,168.5,7.0,21.5
5910,Pune,Petrol,Manual,First,Chevrolet,2007,81000,15.26,1150.0,74.9,5.0,1.3
5911,Chennai,Diesel,Manual,First,Skoda,2012,55000,20.5,1598.0,103.5,5.0,5.9
5912,Bangalore,Diesel,Manual,Second,Mahindra,2013,52910,15.1,2179.0,140.0,7.0,9.5
5913,Chennai,Diesel,Manual,First,Maruti,2010,100000,19.3,1248.0,73.9,5.0,4.5
5915,Mumbai,Petrol,Manual,First,Chevrolet,2014,18000,13.7,1399.0,98.82,7.0,3.35
5916,Kolkata,Petrol,Manual,First,Hyundai,2005,50000,13.2,1495.0,94.0,5.0,0.7
5917,Bangalore,Petrol,Automatic,First,Mercedes-Benz,2012,33000,14.74,1991.0,184.0,5.0,16.0
5918,Pune,Diesel,Manual,First,Renault,2014,30000,20.45,1461.0,83.8,5.0,8.0
5920,Kochi,Diesel,Manual,First,Hyundai,2012,58646,22.32,1582.0,126.32,5.0,4.74
5921,Mumbai,Diesel,Automatic,First,Mercedes-Benz,2016,21000,13.0,2143.0,204.0,5.0,36.0
5922,Kochi,Petrol,Manual,First,Volkswagen,2015,57026,15.04,1598.0,103.6,5.0,5.54
5923,Mumbai,Diesel,Automatic,First,Skoda,2017,42000,18.19,1968.0,174.5,5.0,22.99
5924,Kochi,Diesel,Manual,First,Mahindra,2017,26741,15.4,1997.0,120.0,7.0,10.08
5925,Pune,Petrol,Manual,First,Skoda,2010,85000,17.5,1798.0,113.0,5.0,2.85
5926,Pune,Petrol,Manual,First,Maruti,2000,78000,16.1,796.0,37.0,4.0,0.55
5927,Coimbatore,Diesel,Automatic,First,Audi,2018,29091,13.22,2967.0,241.4,5.0,45.52
5928,Coimbatore,Diesel,Manual,Second,Mahindra,2018,37323,17.45,1493.0,100.0,7.0,7.29
5929,Chennai,Diesel,Manual,Second,Volkswagen,2011,55595,20.54,1598.0,103.6,5.0,4.3
5930,Chennai,Petrol,Manual,First,Maruti,2015,49900,20.85,1197.0,83.14,5.0,4.8
5931,Mumbai,Petrol,Manual,Second,Maruti,2012,52500,16.02,1373.0,93.7,7.0,5.25
5932,Chennai,Petrol,Manual,First,Maruti,2016,5700,24.7,796.0,47.3,5.0,2.8
5933,Kochi,Diesel,Manual,First,Hyundai,2014,53340,21.9,1396.0,88.76,5.0,4.35
5934,Kolkata,Diesel,Manual,First,Ford,2014,57000,22.7,1498.0,89.84,5.0,5.49
5935,Pune,CNG,Manual,Second,Maruti,2015,59525,32.26,998.0,58.2,4.0,3.1
5936,Bangalore,Diesel,Manual,First,Volkswagen,2014,58000,20.34,1498.0,103.2,5.0,6.5
5937,Bangalore,Diesel,Manual,First,Mahindra,2011,73000,12.05,2179.0,120.0,8.0,6.4
5938,Kochi,Diesel,Manual,First,Ford,2016,33554,25.83,1498.0,99.0,5.0,6.22
5940,Pune,Diesel,Manual,First,Maruti,2018,27000,28.4,1248.0,73.75,5.0,5.9
5941,Pune,Petrol,Manual,First,Renault,2018,1000,25.17,799.0,53.3,5.0,3.4
5943,Chennai,Diesel,Manual,First,Mahindra,2002,75000,0.0,2112.0,113.0,6.0,1.7
5944,Delhi,Petrol,Manual,First,Ford,2015,64000,18.88,999.0,123.24,5.0,6.0
5945,Hyderabad,Diesel,Manual,First,Hyundai,2016,63738,19.67,1582.0,126.2,5.0,11.9
5946,Bangalore,Diesel,Automatic,First,BMW,2016,16000,14.69,2993.0,258.0,5.0,48.0
5947,Mumbai,Petrol,Automatic,First,Maruti,2017,28000,18.69,1462.0,103.0,7.0,8.0
5948,Hyderabad,Diesel,Automatic,Second,Skoda,2007,91000,15.6,1896.0,106.0,5.0,2.45
5949,Kolkata,Petrol,Manual,First,Chevrolet,2013,25000,18.6,1199.0,79.4,5.0,1.75
5950,Bangalore,Diesel,Automatic,First,Audi,2014,65630,15.73,1968.0,174.33,5.0,21.75
5951,Pune,Petrol,Manual,First,Honda,2014,48094,17.0,1497.0,118.0,5.0,7.25
